iter	Recall	Logloss
68	0.2534869618	0.6867734425
69	0.2577319588	0.6866840944
70	0.2607640995	0.6866644027
71	0.2571255306	0.686597621
72	0.2565191025	0.6865904533
73	0.2546998181	0.6865899596
74	0.2540933899	0.6865813614
75	0.2595512432	0.6864561897
76	0.2577319588	0.6863732486
77	0.2571255306	0.6862846014
78	0.2559126743	0.6862843122
79	0.2522741055	0.6862078557
80	0.2546998181	0.6860930412
81	0.2583383869	0.6859827512
82	0.2613705276	0.6858847102
83	0.2601576713	0.6858048003
84	0.2644026683	0.6857202955
85	0.2619769557	0.6855867711
86	0.2637962401	0.6854831214
87	0.2650090964	0.685353228
88	0.2668283808	0.6852358346
89	0.2741055185	0.684989979
90	0.2716798059	0.6848949148
91	0.2704669497	0.6848856684
92	0.2722862341	0.6848036543
93	0.2734990904	0.6847315988
94	0.276531231	0.6846600825
95	0.2759248029	0.6846503809
96	0.2722862341	0.6846105699
97	0.2734990904	0.6844828043
98	0.2753183748	0.6843817317
99	0.2753183748	0.6843076884
100	0.2783505155	0.6841916147
101	0.2789569436	0.6841137016
102	0.2789569436	0.6841016689
103	0.2825955124	0.6839929059
104	0.2838083687	0.6839606543
105	0.2856276531	0.6838497866
106	0.2856276531	0.6837710265
107	0.2868405094	0.6837147423
108	0.285021225	0.6836587614
109	0.2880533657	0.6836131416
110	0.2874469375	0.6835532525
111	0.2922983626	0.6834187919
112	0.2916919345	0.6834156539
113	0.2898726501	0.6833435772
114	0.2910855064	0.6832163668
115	0.2910855064	0.6832135625
116	0.2898726501	0.6831193552
117	0.289266222	0.6831192812
118	0.2898726501	0.6829897214
119	0.2916919345	0.6829309815
120	0.2929047908	0.682867719
121	0.298362644	0.6827525047
122	0.302607641	0.6826955871
123	0.3001819284	0.682495111
124	0.3038204973	0.6822715795
125	0.3038204973	0.6822496295
126	0.3032140691	0.6821212323
127	0.3104912068	0.6820207126
128	0.3153426319	0.6818838756
129	0.3153426319	0.6818349192
130	0.3183747726	0.6817542585
131	0.3214069133	0.6815916622
132	0.3256519102	0.6814847538
133	0.3274711947	0.6812982614
134	0.3292904791	0.6812199625
135	0.3274711947	0.6811577599
136	0.3341419042	0.6810012697
137	0.3329290479	0.6809671557
138	0.3408126137	0.680858398
139	0.3395997574	0.6808011674
140	0.3395997574	0.6807006305
141	0.3389933293	0.6806249064
142	0.3535476046	0.6803196384
143	0.3499090358	0.6802909231
144	0.3505154639	0.6802498778
145	0.3583990297	0.6801281725
146	0.3577926016	0.6801242905
147	0.3620375985	0.6800682237
148	0.3626440267	0.6799905089
149	0.363856883	0.6799576584
150	0.363856883	0.6799576349
151	0.3650697392	0.6798672514
152	0.3662825955	0.6797559859
153	0.3699211643	0.6796180321
154	0.3656761674	0.6796106951
155	0.3711340206	0.6795723776
156	0.3711340206	0.6794953384
157	0.3711340206	0.6794359542
158	0.3723468769	0.6793576543
159	0.3735597332	0.6793139593
160	0.3723468769	0.6792953524
161	0.3723468769	0.6792678201
162	0.3723468769	0.6792129776
163	0.372953305	0.6791847791
164	0.377198302	0.6790694885
165	0.3778047301	0.6790322995
166	0.3741661613	0.67891671
167	0.3735597332	0.678869581
168	0.3735597332	0.6788695748
169	0.3735597332	0.678847038
170	0.3820497271	0.6787122007
171	0.381443299	0.6787036259
172	0.381443299	0.6786476043
173	0.3808368708	0.6786472482
174	0.3832625834	0.6785987985
175	0.3832625834	0.6785866339
176	0.3826561552	0.6785568929
177	0.3808368708	0.6785057379
178	0.3759854457	0.6784732041
179	0.3759854457	0.6784719461
180	0.3759854457	0.6784719377
181	0.3735597332	0.6783679391
182	0.3747725894	0.6783259271
183	0.3735597332	0.6782402868
184	0.3747725894	0.6782087975
185	0.3747725894	0.6781788293
186	0.3741661613	0.6781782541
187	0.3808368708	0.6780535291
188	0.3838690115	0.6778858209
189	0.3832625834	0.6778380674
190	0.3808368708	0.6777548013
191	0.3808368708	0.6777547981
192	0.381443299	0.6777172482
193	0.3820497271	0.6776780576
194	0.3838690115	0.6776620083
195	0.3832625834	0.6775281787
196	0.3893268648	0.6773864113
197	0.3856882959	0.6773137701
198	0.3850818678	0.6772505961
199	0.394784718	0.6771326359
200	0.394784718	0.6770985034
201	0.3935718617	0.6770806395
202	0.3881140085	0.6770159424
203	0.3881140085	0.6770069911
204	0.3887204366	0.6769622562
205	0.3887204366	0.676960463
206	0.3887204366	0.6769604624
207	0.390539721	0.6768864658
208	0.390539721	0.6768767834
209	0.3887204366	0.6768095509
210	0.3887204366	0.676748733
211	0.3935718617	0.6767016668
212	0.3893268648	0.6766460697
213	0.3917525773	0.6766273049
214	0.3911461492	0.6765487956
215	0.3911461492	0.6765337432
216	0.3923590055	0.6764748333
217	0.3911461492	0.6764334447
218	0.3941782899	0.6763746707
219	0.3941782899	0.6763286442
220	0.394784718	0.6762548465
221	0.394784718	0.6762548132
222	0.3978168587	0.6761436365
223	0.394784718	0.6761003063
224	0.3966040024	0.6760125964
225	0.3996361431	0.6759173255
226	0.399029715	0.675890783
227	0.399029715	0.6758907822
228	0.399029715	0.675855226
229	0.3984232868	0.6758341734
230	0.4002425713	0.6757183325
231	0.4008489994	0.6756902681
232	0.4020618557	0.6756558851
233	0.4032747119	0.6755014698
234	0.4014554275	0.675424065
235	0.4026682838	0.6752912814
236	0.4026682838	0.6752850672
237	0.4026682838	0.6752344575
238	0.4026682838	0.6752264592
239	0.4026682838	0.6752264587
240	0.4044875682	0.6752023433
241	0.4050939964	0.6750955554
242	0.4050939964	0.6750920796
243	0.4044875682	0.6750849509
244	0.4026682838	0.675041861
245	0.4026682838	0.6750417364
246	0.4032747119	0.6750358554
247	0.4038811401	0.6749909991
248	0.4038811401	0.6749784262
249	0.4044875682	0.6747985825
250	0.4050939964	0.6747856875
251	0.4038811401	0.6747320745
252	0.4075197089	0.6746649973
253	0.4075197089	0.6746649972
254	0.4075197089	0.6745642737
255	0.4075197089	0.6745365079
256	0.4069132808	0.6745150968
257	0.4069132808	0.6744773131
258	0.4063068526	0.6744402823
259	0.4069132808	0.6743820004
260	0.4063068526	0.6743396482
261	0.4087325652	0.6741815496
262	0.4099454215	0.6740312726
263	0.4129775622	0.6739745425
264	0.4129775622	0.6739077907
265	0.4172225591	0.6737649377
266	0.416616131	0.6737618334
267	0.4178289873	0.6737046946
268	0.4178289873	0.673522834
269	0.4178289873	0.6735228338
270	0.4178289873	0.6735226604
271	0.4190418435	0.6734101263
272	0.4214675561	0.6733273171
273	0.420861128	0.6732446583
274	0.4220739842	0.673244257
275	0.4220739842	0.6731300138
276	0.4214675561	0.6730527876
277	0.420861128	0.6730219566
278	0.4220739842	0.6729794292
279	0.4220739842	0.6729783861
280	0.4220739842	0.672826042
281	0.4220739842	0.6728198719
282	0.4220739842	0.6728196213
283	0.4220739842	0.6727633177
284	0.420861128	0.672575544
285	0.4178289873	0.6724906973
286	0.4184354154	0.6724594909
287	0.420861128	0.6723924078
288	0.420861128	0.6723924077
289	0.4202546998	0.67239095
290	0.420861128	0.6723503689
291	0.4214675561	0.6723439241
292	0.4196482717	0.672319986
293	0.4196482717	0.6722721877
294	0.4220739842	0.6721832666
295	0.4232868405	0.6721029551
296	0.4226804124	0.6720020102
297	0.4232868405	0.6719776409
298	0.4232868405	0.6719189395
299	0.4275318375	0.6718278216
300	0.4269254093	0.6717424847
301	0.4287446938	0.6716445872
302	0.4287446938	0.6715836498
303	0.4287446938	0.671581776
304	0.4293511219	0.6715396152
305	0.4293511219	0.6714972973
306	0.4305639782	0.6714318554
307	0.4317768344	0.6714119139
308	0.4305639782	0.6713458597
309	0.4287446938	0.6712637882
310	0.4287446938	0.6712435078
311	0.4305639782	0.6712128309
312	0.4305639782	0.6712128309
313	0.42995755	0.6711490803
314	0.4293511219	0.671089469
315	0.4293511219	0.6710454814
316	0.4293511219	0.6710454814
317	0.4311704063	0.670935429
318	0.4287446938	0.6708560748
319	0.434202547	0.6707887801
320	0.434202547	0.6707159285
321	0.4329896907	0.6706519307
322	0.4329896907	0.6706502476
323	0.4335961189	0.6705788798
324	0.4311704063	0.6705105725
325	0.4317768344	0.6704382431
326	0.4335961189	0.6703780216
327	0.4329896907	0.6703250166
328	0.4366282596	0.6702816888
329	0.4366282596	0.6702049159
330	0.4372346877	0.6701027297
331	0.4378411158	0.6700544443
332	0.4372346877	0.6700405473
333	0.4372346877	0.6700360836
334	0.4372346877	0.6699521211
335	0.438447544	0.6699078315
336	0.438447544	0.6698743345
337	0.4402668284	0.6698162568
338	0.4432989691	0.6697552303
339	0.4420861128	0.6697400205
340	0.4420861128	0.669679714
341	0.4439053972	0.6695739486
342	0.4445118253	0.6695245014
343	0.4439053972	0.6693072288
344	0.4426925409	0.6692967134
345	0.4432989691	0.6692219371
346	0.4426925409	0.6691442315
347	0.4426925409	0.6691442315
348	0.4445118253	0.6691019629
349	0.4432989691	0.6690581128
350	0.4420861128	0.6689813972
351	0.4451182535	0.6688127053
352	0.4469375379	0.6687357144
353	0.447543966	0.668542995
354	0.4469375379	0.6685027877
355	0.4469375379	0.6684986367
356	0.447543966	0.6684501998
357	0.4487568223	0.6683830153
358	0.4505761067	0.6683346914
359	0.4505761067	0.6683294389
360	0.4505761067	0.6683286585
361	0.4505761067	0.6682744017
362	0.4499696786	0.6682731927
363	0.4505761067	0.6682318045
364	0.4505761067	0.6681608382
365	0.4566403881	0.6680994204
366	0.4566403881	0.668098881
367	0.4572468163	0.668034158
368	0.45603396	0.6680099891
369	0.4566403881	0.6679570851
370	0.4578532444	0.6678805067
371	0.4578532444	0.6678805067
372	0.4578532444	0.6677502557
373	0.4590661007	0.6676709967
374	0.4590661007	0.6676390796
375	0.4584596725	0.6674812063
376	0.4572468163	0.6674633397
377	0.4596725288	0.6674135848
378	0.4596725288	0.6674135837
379	0.4639175258	0.6673104243
380	0.4627046695	0.6672443037
381	0.465130382	0.6671945146
382	0.4657368102	0.6670863988
383	0.4657368102	0.6670859497
384	0.4657368102	0.6670858415
385	0.4663432383	0.6670647001
386	0.4669496665	0.6670643898
387	0.4663432383	0.6670254938
388	0.4675560946	0.667003621
389	0.4675560946	0.6670035809
390	0.4645239539	0.6669252697
391	0.465130382	0.666855611
392	0.465130382	0.6667963429
393	0.465130382	0.6667373957
394	0.4681625227	0.6666918407
395	0.469375379	0.6666587847
396	0.4687689509	0.6665851656
397	0.4675560946	0.6665253012
398	0.4669496665	0.6664114231
399	0.4669496665	0.6664113938
400	0.4669496665	0.666323433
401	0.4681625227	0.6662569936
402	0.4687689509	0.6662012363
403	0.4657368102	0.6661004098
404	0.4675560946	0.6659297446
405	0.4669496665	0.6658467247
406	0.4681625227	0.6657207294
407	0.469375379	0.6656724429
408	0.4705882353	0.6656450575
409	0.4718010916	0.6656110343
410	0.4724075197	0.6655848722
411	0.4730139478	0.6655286889
412	0.4730139478	0.6655275094
413	0.4730139478	0.665422068
414	0.4718010916	0.6653760542
415	0.4718010916	0.6652775747
416	0.4724075197	0.6652490276
417	0.4718010916	0.6652479955
418	0.4718010916	0.6652479954
419	0.4718010916	0.6651800866
420	0.4718010916	0.6651467239
421	0.4724075197	0.6651181416
422	0.4730139478	0.6650413073
423	0.4796846574	0.6649752113
424	0.4796846574	0.6649469803
425	0.4790782292	0.6649031938
426	0.4790782292	0.6648637967
427	0.4815039418	0.6648211086
428	0.4815039418	0.6647701679
429	0.4833232262	0.6647173652
430	0.4821103699	0.6647156219
431	0.4839296543	0.6646216867
432	0.4845360825	0.6645615799
433	0.4845360825	0.6645138157
434	0.4839296543	0.6644864946
435	0.4833232262	0.6644164054
436	0.4851425106	0.6642832106
437	0.4851425106	0.6642235789
438	0.4851425106	0.6642222553
439	0.4857489388	0.6641953624
440	0.4863553669	0.6641565914
441	0.4851425106	0.6640772491
442	0.4851425106	0.664041614
443	0.4845360825	0.664036652
444	0.4821103699	0.6639766047
445	0.4821103699	0.6639763188
446	0.4802910855	0.6638984512
447	0.4802910855	0.6638984512
448	0.4790782292	0.6638506398
449	0.4821103699	0.6637717651
450	0.4821103699	0.6637694225
451	0.4821103699	0.6637555102
452	0.4821103699	0.6636658395
453	0.4821103699	0.6636254164
454	0.4821103699	0.6636254164
455	0.4821103699	0.6635924857
456	0.4821103699	0.6635189234
457	0.4827167981	0.663461098
458	0.4845360825	0.6634056522
459	0.4827167981	0.6632875006
460	0.4821103699	0.6632385188
461	0.4821103699	0.6630866776
462	0.4827167981	0.6630458872
463	0.4833232262	0.6628999918
464	0.4881746513	0.6628472236
465	0.491206792	0.6627851813
466	0.491206792	0.6627776538
467	0.491206792	0.6627759651
468	0.4893875076	0.6627093514
469	0.4893875076	0.6626978445
470	0.4893875076	0.6626778004
471	0.4899939357	0.6626606463
472	0.4893875076	0.6625039642
473	0.4887810794	0.6624514921
474	0.4899939357	0.6623718617
475	0.4875682232	0.6622406626
476	0.4875682232	0.6622326639
477	0.4875682232	0.6622326498
478	0.491206792	0.6621239299
479	0.4906003639	0.6620604081
480	0.4899939357	0.6620089568
481	0.4893875076	0.6619521915
482	0.4918132201	0.6618399203
483	0.4930260764	0.661715615
484	0.4930260764	0.6616828343
485	0.4936325045	0.6616371658
486	0.4918132201	0.6614132062
487	0.4930260764	0.6613641728
488	0.4930260764	0.6612598383
489	0.4930260764	0.6612086043
490	0.4960582171	0.6611405102
491	0.495451789	0.6610909052
492	0.4948453608	0.6610442638
493	0.4948453608	0.6610317246
494	0.495451789	0.6609765535
495	0.4960582171	0.6609574718
496	0.4972710734	0.6609258115
497	0.4966646452	0.6608439288
498	0.4978775015	0.6607674581
499	0.4978775015	0.6606411436
500	0.4978775015	0.6605815794
501	0.4960582171	0.6604401733
502	0.4960582171	0.6604081442
503	0.495451789	0.6602626393
504	0.4942389327	0.6601704424
505	0.4942389327	0.6601595804
506	0.4948453608	0.6601243617
507	0.4966646452	0.6600756924
508	0.495451789	0.65990684
509	0.4972710734	0.6598637415
510	0.4966646452	0.6598359302
511	0.4972710734	0.6597866185
512	0.4984839297	0.6596893672
513	0.4990903578	0.6596710042
514	0.5051546392	0.6595216852
515	0.5063674955	0.6594748763
516	0.5051546392	0.6594394527
517	0.504548211	0.6594004911
518	0.5069739236	0.6592761857
519	0.508793208	0.6592202162
520	0.5093996361	0.6591723917
521	0.5100060643	0.6590257254
522	0.5106124924	0.659014995
523	0.5100060643	0.6588481546
524	0.5106124924	0.6587875064
525	0.5093996361	0.6586507723
526	0.5081867799	0.6585769307
527	0.5093996361	0.6585190718
528	0.5100060643	0.6584557747
529	0.5112189206	0.6583257674
530	0.5142510612	0.6582817915
531	0.5142510612	0.6582503675
532	0.513038205	0.6581540536
533	0.5184960582	0.6580219679
534	0.5166767738	0.6579466984
535	0.5233474833	0.6577477692
536	0.5239539115	0.6577197817
537	0.526379624	0.6576725455
538	0.526379624	0.657664091
539	0.5245603396	0.6575439368
540	0.5245603396	0.6575150309
541	0.5233474833	0.6574538814
542	0.5239539115	0.6573889845
543	0.5239539115	0.6573122096
544	0.5227410552	0.6572664063
545	0.5227410552	0.6572329377
546	0.5257731959	0.6571758321
547	0.5239539115	0.6571347921
548	0.5245603396	0.6570710733
549	0.5257731959	0.6570474053
550	0.5269860522	0.6570026024
551	0.5257731959	0.6569657888
552	0.5275924803	0.6569029892
553	0.5257731959	0.6568368632
554	0.5281989084	0.6567169146
555	0.5288053366	0.6566985006
556	0.5294117647	0.6566569144
557	0.5281989084	0.6565921257
558	0.530624621	0.6565077933
559	0.5312310491	0.65645928
560	0.530624621	0.6564374738
561	0.530624621	0.6564152736
562	0.5324439054	0.656303381
563	0.534869618	0.6562024093
564	0.5366889024	0.6560766513
565	0.5360824742	0.656006635
566	0.5342631898	0.655906033
567	0.5354760461	0.6557763352
568	0.5391146149	0.6557170255
569	0.5391146149	0.6555818503
570	0.5385081868	0.6555026673
571	0.5385081868	0.6554590737
572	0.5385081868	0.6554417954
573	0.5391146149	0.6554088983
574	0.5415403275	0.6553399587
575	0.5409338993	0.6552403658
576	0.5391146149	0.6551437855
577	0.5403274712	0.6550025247
578	0.5415403275	0.6549575755
579	0.5379017586	0.6548778962
580	0.5379017586	0.654847334
581	0.5379017586	0.6548159793
582	0.5385081868	0.6548080924
583	0.5385081868	0.6547501538
584	0.5391146149	0.6546825456
585	0.5415403275	0.6545924254
586	0.5421467556	0.6545471358
587	0.5433596119	0.6545018505
588	0.5427531837	0.6544827936
589	0.5415403275	0.6544010134
590	0.5427531837	0.6542975964
591	0.5427531837	0.6542606327
592	0.5421467556	0.6541504801
593	0.5433596119	0.6541089887
594	0.5433596119	0.6540438715
595	0.54396604	0.6539885137
596	0.54396604	0.6539149142
597	0.5457853244	0.6537638573
598	0.5463917526	0.6536545485
599	0.5469981807	0.6535584088
600	0.5463917526	0.6534422685
601	0.5476046089	0.6533649701
602	0.5469981807	0.6533266914
603	0.5457853244	0.6532556427
604	0.5457853244	0.6532087453
605	0.5457853244	0.6531977496
606	0.5476046089	0.6531445623
607	0.5476046089	0.6530936568
608	0.548211037	0.6530503029
609	0.548211037	0.6529818741
610	0.5488174651	0.652794933
611	0.5476046089	0.6527441759
612	0.5476046089	0.6527170833
613	0.5476046089	0.6526051459
614	0.5476046089	0.6525896905
615	0.5457853244	0.6524619716
616	0.5463917526	0.6523925357
617	0.5451788963	0.6523501499
618	0.5463917526	0.6522596289
619	0.5494238933	0.6521525642
620	0.5500303214	0.6521126904
621	0.5506367495	0.6520870758
622	0.552456034	0.6520507114
623	0.5512431777	0.6519122236
624	0.5542753184	0.6517994794
625	0.5542753184	0.6517238797
626	0.5536688902	0.6517081329
627	0.5560946028	0.6516511501
628	0.5554881747	0.6516153171
629	0.5542753184	0.6515857761
630	0.5554881747	0.651552473
631	0.5567010309	0.6514258755
632	0.5567010309	0.6512992996
633	0.5585203153	0.6511787855
634	0.5560946028	0.651125124
635	0.5573074591	0.6510695556
636	0.5573074591	0.6510476458
637	0.5579138872	0.650980568
638	0.5609460279	0.6508178614
639	0.561552456	0.6507912729
640	0.5603395998	0.6506809562
641	0.5597331716	0.6506512121
642	0.5597331716	0.6506188815
643	0.5597331716	0.6505975707
644	0.5639781686	0.6504497271
645	0.561552456	0.6504089002
646	0.561552456	0.6503407581
647	0.5609460279	0.650279135
648	0.561552456	0.6502185489
649	0.5603395998	0.650139154
650	0.561552456	0.6500937076
651	0.5639781686	0.6500106625
652	0.5633717404	0.6499237328
653	0.5639781686	0.649806067
654	0.5639781686	0.6497749367
655	0.5639781686	0.6497033412
656	0.5633717404	0.6496741908
657	0.5627653123	0.6496421243
658	0.5639781686	0.649483949
659	0.5639781686	0.6494213227
660	0.5651910249	0.6493473531
661	0.5633717404	0.6493212533
662	0.5639781686	0.6492985012
663	0.5639781686	0.6491347091
664	0.561552456	0.6491115571
665	0.5627653123	0.6490444706
666	0.5633717404	0.6489699714
667	0.5639781686	0.6488147078
668	0.5639781686	0.64878417
669	0.5633717404	0.6487458906
670	0.561552456	0.6486873862
671	0.5627653123	0.6485882149
672	0.5633717404	0.6485310077
673	0.5633717404	0.6485040661
674	0.5639781686	0.648472989
675	0.5639781686	0.6484424517
676	0.5645845967	0.6484196722
677	0.565797453	0.6483619105
678	0.5664038811	0.6481507019
679	0.5651910249	0.6480891869
680	0.5664038811	0.6480657495
681	0.5724681625	0.6480005948
682	0.5724681625	0.6479919539
683	0.5748938751	0.6478948407
684	0.5755003032	0.6478609523
685	0.5773195876	0.6477570042
686	0.5773195876	0.6477166555
687	0.5773195876	0.6476843791
688	0.5779260158	0.6476652717
689	0.5773195876	0.64760137
690	0.5773195876	0.6475446375
691	0.5785324439	0.6475042795
692	0.5779260158	0.647391754
693	0.5779260158	0.6473429044
694	0.5767131595	0.6472533145
695	0.5767131595	0.6472226619
696	0.5742874469	0.6471463188
697	0.5761067314	0.6470813854
698	0.5755003032	0.6470314121
699	0.5761067314	0.6469568273
700	0.5748938751	0.6469323288
701	0.5767131595	0.6468614867
702	0.5773195876	0.6467437226
703	0.5761067314	0.6466640896
704	0.5767131595	0.6465983729
705	0.5767131595	0.6465466604
706	0.5773195876	0.6465243723
707	0.5779260158	0.6464170605
708	0.5773195876	0.6463354133
709	0.5773195876	0.6462761322
710	0.5773195876	0.6462041089
711	0.5767131595	0.646069844
712	0.5767131595	0.6460566734
713	0.579138872	0.645999021
714	0.5803517283	0.6459323175
715	0.5779260158	0.6458346028
716	0.5779260158	0.6457860836
717	0.5809581565	0.6457333206
718	0.5809581565	0.6457009466
719	0.5821710127	0.6456663773
720	0.5809581565	0.645635052
721	0.5809581565	0.645614867
722	0.5815645846	0.6454594839
723	0.5821710127	0.6454037389
724	0.5797453002	0.6452827552
725	0.5797453002	0.6452669016
726	0.579138872	0.6452070023
727	0.5797453002	0.645139167
728	0.579138872	0.6451335397
729	0.5785324439	0.6451132219
730	0.5767131595	0.6450570143
731	0.5736810188	0.6449870676
732	0.5748938751	0.6449248095
733	0.5767131595	0.6448572872
734	0.5742874469	0.6448024273
735	0.5742874469	0.644769272
736	0.5742874469	0.6446825575
737	0.5742874469	0.6446190093
738	0.5755003032	0.6445712263
739	0.5755003032	0.644551617
740	0.5755003032	0.6445119274
741	0.5755003032	0.6444680776
742	0.5761067314	0.6444160551
743	0.5761067314	0.6443843419
744	0.5761067314	0.6443284787
745	0.5797453002	0.6442964537
746	0.5779260158	0.6442550236
747	0.5773195876	0.6442194584
748	0.5797453002	0.6439953409
749	0.5827774409	0.6439447007
750	0.5809581565	0.6438962204
751	0.579138872	0.6438168275
752	0.5803517283	0.6437358771
753	0.5809581565	0.6436821173
754	0.5803517283	0.6436358594
755	0.5809581565	0.6435982534
756	0.5803517283	0.6435695114
757	0.5797453002	0.6435112204
758	0.579138872	0.6434635711
759	0.5803517283	0.6433511953
760	0.5803517283	0.6433374979
761	0.5815645846	0.643223055
762	0.5815645846	0.6431324862
763	0.5815645846	0.6430681675
764	0.5815645846	0.6430494633
765	0.5803517283	0.6429659705
766	0.5803517283	0.6429200875
767	0.5809581565	0.6428841156
768	0.5815645846	0.6428368429
769	0.5797453002	0.6427871997
770	0.5797453002	0.6427538879
771	0.5797453002	0.6427105846
772	0.5803517283	0.6426807877
773	0.5797453002	0.6426311717
774	0.579138872	0.6425284765
775	0.579138872	0.6424440634
776	0.579138872	0.642345937
777	0.579138872	0.6422485293
778	0.5803517283	0.6421884153
779	0.5809581565	0.642030046
780	0.5803517283	0.6419485541
781	0.5809581565	0.641925792
782	0.5797453002	0.6418641551
783	0.579138872	0.6418418106
784	0.5803517283	0.6417368897
785	0.5803517283	0.6416690894
786	0.5809581565	0.6416510667
787	0.5809581565	0.6416333377
788	0.5809581565	0.6415553716
789	0.5803517283	0.6415167624
790	0.5803517283	0.6414489843
791	0.5809581565	0.6413437482
792	0.5809581565	0.641246326
793	0.579138872	0.641211281
794	0.5815645846	0.6411440123
795	0.5803517283	0.6410832796
796	0.5797453002	0.6410543347
797	0.5797453002	0.6410182651
798	0.5797453002	0.6409238264
799	0.579138872	0.640888884
800	0.5797453002	0.6407677583
801	0.5803517283	0.6407074792
802	0.5803517283	0.6406533618
803	0.5803517283	0.6406309737
804	0.5803517283	0.6405388998
805	0.5809581565	0.6405001959
806	0.5809581565	0.6403713083
807	0.5803517283	0.64032665
808	0.5803517283	0.640290711
809	0.5809581565	0.640172189
810	0.5809581565	0.6401662773
811	0.5827774409	0.6400234361
812	0.5827774409	0.639976113
813	0.5821710127	0.6398876026
814	0.5821710127	0.6398731188
815	0.5821710127	0.639825096
816	0.5821710127	0.6397786281
817	0.5821710127	0.6397486587
818	0.5827774409	0.6396631136
819	0.5839902971	0.6395775003
820	0.5839902971	0.6395618483
821	0.5845967253	0.6395026969
822	0.583383869	0.6394586758
823	0.583383869	0.639357689
824	0.5839902971	0.6392381708
825	0.5845967253	0.6391831115
826	0.5845967253	0.6391602713
827	0.5845967253	0.6391250531
828	0.5852031534	0.6390988059
829	0.5845967253	0.6390237907
